T-4,T-3,T-2,T-1,T-0,Effort
-1.239308401,-0.810489958,-1.411359926,-1.619299242,-2.408179099,-1.354232737
-0.810489958,-1.411359926,-1.619299242,-2.408179099,-2.047294836,-1.697184593
-1.411359926,-1.619299242,-2.408179099,-2.047294836,-3.488524495,-2.181531978
-1.619299242,-2.408179099,-2.047294836,-3.488524495,-3.557453036,-2.431115224
-2.408179099,-2.047294836,-3.488524495,-3.557453036,-3.789177193,-2.431115224
-2.047294836,-3.488524495,-3.557453036,-3.789177193,-3.694466507,-2.389505542
-3.488524495,-3.557453036,-3.789177193,-3.694466507,-4.269689184,-2.682616285
-3.557453036,-3.789177193,-3.694466507,-4.269689184,-4.176928282,-2.682616285
-3.789177193,-3.694466507,-4.269689184,-4.176928282,-3.905055755,-3.105903184
-3.694466507,-4.269689184,-4.176928282,-3.905055755,-5.207141922,-3.14845408
-4.269689184,-4.176928282,-3.905055755,-5.207141922,-4.960343537,-3.14845408
-4.176928282,-3.905055755,-5.207141922,-4.960343537,-4.878150737,-3.14845408
-3.905055755,-5.207141922,-4.960343537,-4.878150737,-4.806091304,-3.14845408
-5.207141922,-4.960343537,-4.878150737,-4.806091304,-5.107728383,-3.368777628
-4.960343537,-4.878150737,-4.806091304,-5.107728383,-5.077531552,-3.221219262
-4.878150737,-4.806091304,-5.107728383,-5.077531552,-5.473007265,-3.781051148
-4.806091304,-5.107728383,-5.077531552,-5.473007265,-5.947411165,-4.028879448
-5.107728383,-5.077531552,-5.473007265,-5.947411165,-6.125455254,-4.019518644
-5.077531552,-5.473007265,-5.947411165,-6.125455254,-5.965556331,-4.081813894
-5.473007265,-5.947411165,-6.125455254,-5.965556331,-6.07082547,-4.049781434
-5.947411165,-6.125455254,-5.965556331,-6.07082547,-5.919628071,-4.049781434
-6.125455254,-5.965556331,-6.07082547,-5.919628071,-5.996615015,-4.009164657
-5.965556331,-6.07082547,-5.919628071,-5.996615015,-5.305405171,-4.009164657
-6.07082547,-5.919628071,-5.996615015,-5.305405171,-4.07470193,-4.094399788
-5.919628071,-5.996615015,-5.305405171,-4.07470193,-5.811806855,-4.382353301
-5.996615015,-5.305405171,-4.07470193,-5.811806855,-4.657401285,-3.994227856
-5.305405171,-4.07470193,-5.811806855,-4.657401285,-5.322667015,-4.184521547
-4.07470193,-5.811806855,-4.657401285,-5.322667015,-4.153465345,-4.219641713
-5.811806855,-4.657401285,-5.322667015,-4.153465345,-4.449274727,-4.219641713
-4.657401285,-5.322667015,-4.153465345,-4.449274727,-3.851354938,-4.171644871
-5.322667015,-4.153465345,-4.449274727,-3.851354938,-4.117685356,-4.174986987
-4.153465345,-4.449274727,-3.851354938,-4.117685356,-4.675533319,-4.174986987
-4.449274727,-3.851354938,-4.117685356,-4.675533319,-3.471791487,-3.956287168
-3.851354938,-4.117685356,-4.675533319,-3.471791487,-3.819243454,-3.822833922
-4.117685356,-4.675533319,-3.471791487,-3.819243454,-4.083846166,-3.778743372
-4.675533319,-3.471791487,-3.819243454,-4.083846166,-4.04693897,-3.778743372
-3.471791487,-3.819243454,-4.083846166,-4.04693897,-3.169622812,-3.459214064
-3.819243454,-4.083846166,-4.04693897,-3.169622812,-3.674036973,-3.459214064
-4.083846166,-4.04693897,-3.169622812,-3.674036973,-3.493926125,-3.459214064
-4.04693897,-3.169622812,-3.674036973,-3.493926125,-3.285139863,-3.459214064
-3.169622812,-3.674036973,-3.493926125,-3.285139863,-3.059376579,-3.255609521
-3.674036973,-3.493926125,-3.285139863,-3.059376579,-3.364569708,-3.255609521
-3.493926125,-3.285139863,-3.059376579,-3.364569708,-3.625701315,-3.255609521
-3.285139863,-3.059376579,-3.364569708,-3.625701315,-3.379602205,-3.255609521
-3.059376579,-3.364569708,-3.625701315,-3.379602205,-2.813948586,-2.88484553
-3.364569708,-3.625701315,-3.379602205,-2.813948586,-3.037087165,-2.88484553
-3.625701315,-3.379602205,-2.813948586,-3.037087165,-4.560681441,-2.88484553
-3.379602205,-2.813948586,-3.037087165,-4.560681441,-4.002488056,-2.88484553
-2.813948586,-3.037087165,-4.560681441,-4.002488056,-4.036166268,-2.88484553
-3.037087165,-4.560681441,-4.002488056,-4.036166268,-4.102974701,-2.434591272
-4.560681441,-4.002488056,-4.036166268,-4.102974701,-3.081434728,-2.338159027
-4.002488056,-4.036166268,-4.102974701,-3.081434728,-4.144284731,-2.241441894
-4.036166268,-4.102974701,-3.081434728,-4.144284731,-3.341084784,-2.241441894
-4.102974701,-3.081434728,-4.144284731,-3.341084784,-3.592762504,-2.241441894
-3.081434728,-4.144284731,-3.341084784,-3.592762504,-3.958315237,-2.241441894
-4.144284731,-3.341084784,-3.592762504,-3.958315237,-3.877697772,-2.241441894
-3.341084784,-3.592762504,-3.958315237,-3.877697772,-3.017332151,-2.241441894
-3.592762504,-3.958315237,-3.877697772,-3.017332151,-4.146472457,-2.241441894
-3.958315237,-3.877697772,-3.017332151,-4.146472457,-3.303699998,-2.241441894
-3.877697772,-3.017332151,-4.146472457,-3.303699998,-3.561544487,-2.241441894
-3.017332151,-4.146472457,-3.303699998,-3.561544487,-3.456550243,-2.241441894
-4.146472457,-3.303699998,-3.561544487,-3.456550243,-3.1869681,-2.241441894
-3.303699998,-3.561544487,-3.456550243,-3.1869681,-1.803079138,-1.105111015
-3.561544487,-3.456550243,-3.1869681,-1.803079138,-1.560412759,-1.081670238
-3.456550243,-3.1869681,-1.803079138,-1.560412759,-1.687092685,-1.081670238
-3.1869681,-1.803079138,-1.560412759,-1.687092685,-1.429936328,-1.049436551
-1.803079138,-1.560412759,-1.687092685,-1.429936328,-1.508030395,-1.223822885
-1.560412759,-1.687092685,-1.429936328,-1.508030395,-2.323013083,-1.277910403
-1.687092685,-1.429936328,-1.508030395,-2.323013083,-1.527057709,-1.124825082
-1.429936328,-1.508030395,-2.323013083,-1.527057709,-1.363749961,-1.021386772
-1.508030395,-2.323013083,-1.527057709,-1.363749961,-1.475169888,-0.836829764
-2.323013083,-1.527057709,-1.363749961,-1.475169888,-0.626540204,-0.469843977
-1.527057709,-1.363749961,-1.475169888,-0.626540204,0.026090883,-0.159242015
-1.363749961,-1.475169888,-0.626540204,0.026090883,0.469147308,0.254284098
-1.475169888,-0.626540204,0.026090883,0.469147308,1.872131679,0.48302559
-0.626540204,0.026090883,0.469147308,1.872131679,1.942273793,0.91645957
0.026090883,0.469147308,1.872131679,1.942273793,1.935741604,1.177089371
0.469147308,1.872131679,1.942273793,1.935741604,1.944124878,1.177089371
1.872131679,1.942273793,1.935741604,1.944124878,1.106098463,1.177089371
1.942273793,1.935741604,1.944124878,1.106098463,0.696368798,1.500060874
1.935741604,1.944124878,1.106098463,0.696368798,2.907711039,1.843923715
1.944124878,1.106098463,0.696368798,2.907711039,2.808021379,2.05815676
1.106098463,0.696368798,2.907711039,2.808021379,2.242052161,2.05815676
0.696368798,2.907711039,2.808021379,2.242052161,4.332714934,2.10598918
2.907711039,2.808021379,2.242052161,4.332714934,4.061914143,2.423552763
2.808021379,2.242052161,4.332714934,4.061914143,4.621536061,2.62319116
2.242052161,4.332714934,4.061914143,4.621536061,4.780678091,3.023193798
4.332714934,4.061914143,4.621536061,4.780678091,5.474357231,3.094890803
4.061914143,4.621536061,4.780678091,5.474357231,5.375060612,3.428714911
4.621536061,4.780678091,5.474357231,5.375060612,5.543454228,3.428714911
4.780678091,5.474357231,5.375060612,5.543454228,5.294744662,3.428714911
5.474357231,5.375060612,5.543454228,5.294744662,5.541856553,3.636170682
5.375060612,5.543454228,5.294744662,5.541856553,5.726029772,3.636170682
5.543454228,5.294744662,5.541856553,5.726029772,6.13763236,3.742116866
5.294744662,5.541856553,5.726029772,6.13763236,6.690392034,3.742116866
5.541856553,5.726029772,6.13763236,6.690392034,6.336478188,4.257803926
5.726029772,6.13763236,6.690392034,6.336478188,6.469332247,4.362810987
6.13763236,6.690392034,6.336478188,6.469332247,5.865864276,4.194938994
6.690392034,6.336478188,6.469332247,5.865864276,6.183487581,4.194938994
6.336478188,6.469332247,5.865864276,6.183487581,6.4461867,4.194938994
6.469332247,5.865864276,6.183487581,6.4461867,7.197100061,4.365278745
5.865864276,6.183487581,6.4461867,7.197100061,5.884479048,4.26156557
6.183487581,6.4461867,7.197100061,5.884479048,5.420458234,4.26156557
6.4461867,7.197100061,5.884479048,5.420458234,5.320000319,4.26156557
7.197100061,5.884479048,5.420458234,5.320000319,5.299184743,4.312972918
5.884479048,5.420458234,5.320000319,5.299184743,5.243854119,4.312972918
5.420458234,5.320000319,5.299184743,5.243854119,5.239501319,4.312972918
5.320000319,5.299184743,5.243854119,5.239501319,3.235258368,4.312972918
5.299184743,5.243854119,5.239501319,3.235258368,4.3856336,4.163220749
5.243854119,5.239501319,3.235258368,4.3856336,4.159872512,4.163220749
5.239501319,3.235258368,4.3856336,4.159872512,4.300820809,4.342811132
3.235258368,4.3856336,4.159872512,4.300820809,4.151995424,4.342811132
4.3856336,4.159872512,4.300820809,4.151995424,4.469630531,4.129477364
4.159872512,4.300820809,4.151995424,4.469630531,4.073652207,4.129477364
4.300820809,4.151995424,4.469630531,4.073652207,3.806463006,3.744561378
4.151995424,4.469630531,4.073652207,3.806463006,3.874983915,3.744561378
4.469630531,4.073652207,3.806463006,3.874983915,3.834938811,3.744561378
4.073652207,3.806463006,3.874983915,3.834938811,3.902670891,3.691670763
3.806463006,3.874983915,3.834938811,3.902670891,3.570795756,3.691670763
3.874983915,3.834938811,3.902670891,3.570795756,3.633344983,3.496649628
3.834938811,3.902670891,3.570795756,3.633344983,2.913702311,3.349466568
3.902670891,3.570795756,3.633344983,2.913702311,3.452475374,3.349466568
3.570795756,3.633344983,2.913702311,3.452475374,3.433756419,3.349466568
3.633344983,2.913702311,3.452475374,3.433756419,3.211899444,3.349466568
2.913702311,3.452475374,3.433756419,3.211899444,3.221366308,3.349466568
3.452475374,3.433756419,3.211899444,3.221366308,4.933875859,3.349466568
3.433756419,3.211899444,3.221366308,4.933875859,4.859806456,3.349466568
3.211899444,3.221366308,4.933875859,4.859806456,3.848636547,2.205163533
3.221366308,4.933875859,4.859806456,3.848636547,3.561850947,2.205163533
4.933875859,4.859806456,3.848636547,3.561850947,3.554589716,2.205163533
4.859806456,3.848636547,3.561850947,3.554589716,3.09323346,2.205163533
3.848636547,3.561850947,3.554589716,3.09323346,3.664131727,2.205163533
3.561850947,3.554589716,3.09323346,3.664131727,2.644132676,1.676665118
3.554589716,3.09323346,3.664131727,2.644132676,2.843051994,1.676665118
3.09323346,3.664131727,2.644132676,2.843051994,2.910049562,1.676665118
3.664131727,2.644132676,2.843051994,2.910049562,2.492336439,1.676665118
2.644132676,2.843051994,2.910049562,2.492336439,2.798697476,1.676665118
2.843051994,2.910049562,2.492336439,2.798697476,2.802819818,1.676665118
2.910049562,2.492336439,2.798697476,2.802819818,2.653128729,1.315928318
2.492336439,2.798697476,2.802819818,2.653128729,1.798593876,1.276549249
2.798697476,2.802819818,2.653128729,1.798593876,1.405407618,1.238588056
2.802819818,2.653128729,1.798593876,1.405407618,1.724119557,1.217359067
2.653128729,1.798593876,1.405407618,1.724119557,1.963925182,1.234368215
1.798593876,1.405407618,1.724119557,1.963925182,1.442116568,1.109657193
1.405407618,1.724119557,1.963925182,1.442116568,2.512939148,1.137127655
1.724119557,1.963925182,1.442116568,2.512939148,1.920352855,1.098772533
1.963925182,1.442116568,2.512939148,1.920352855,1.754732734,0.860813225
1.442116568,2.512939148,1.920352855,1.754732734,1.340583868,0.778414765
2.512939148,1.920352855,1.754732734,1.340583868,1.24048628,0.589411316
1.920352855,1.754732734,1.340583868,1.24048628,1.233224629,0.600700086
1.754732734,1.340583868,1.24048628,1.233224629,0.429130702,0.290068734
1.340583868,1.24048628,1.233224629,0.429130702,0.169518902,0.290068734
1.24048628,1.233224629,0.429130702,0.169518902,-0.527952062,-0.320660125
1.233224629,0.429130702,0.169518902,-0.527952062,-0.471053965,-0.320660125
0.429130702,0.169518902,-0.527952062,-0.471053965,-1.936582677,-1.055241274
0.169518902,-0.527952062,-0.471053965,-1.936582677,-2.531477914,-1.055241274
-0.527952062,-0.471053965,-1.936582677,-2.531477914,-1.749772983,-1.055241274
-0.471053965,-1.936582677,-2.531477914,-1.749772983,-2.304078576,-1.055241274
-1.936582677,-2.531477914,-1.749772983,-2.304078576,-1.727934891,-1.055241274
-2.531477914,-1.749772983,-2.304078576,-1.727934891,-1.882674523,-1.055241274
-1.749772983,-2.304078576,-1.727934891,-1.882674523,-1.361975865,-1.055241274
-2.304078576,-1.727934891,-1.882674523,-1.361975865,-1.505548723,-1.055241274
-1.727934891,-1.882674523,-1.361975865,-1.505548723,-1.766161955,-1.055241274
-1.882674523,-1.361975865,-1.505548723,-1.766161955,-2.598535715,-1.055241274
-1.361975865,-1.505548723,-1.766161955,-2.598535715,-1.871069101,-1.055241274
-1.505548723,-1.766161955,-2.598535715,-1.871069101,-2.000075452,-1.055241274
-1.766161955,-2.598535715,-1.871069101,-2.000075452,-2.043417315,-1.055241274
-2.598535715,-1.871069101,-2.000075452,-2.043417315,-1.753431816,-1.055241274
-1.871069101,-2.000075452,-2.043417315,-1.753431816,-1.382822045,-1.055241274
-2.000075452,-2.043417315,-1.753431816,-1.382822045,-1.601413311,-1.055241274
-2.043417315,-1.753431816,-1.382822045,-1.601413311,-1.426404018,-1.055241274
-1.753431816,-1.382822045,-1.601413311,-1.426404018,-1.298175066,-1.055241274
-1.382822045,-1.601413311,-1.426404018,-1.298175066,-0.905116833,-1.055241274
-1.601413311,-1.426404018,-1.298175066,-0.905116833,-1.712559022,-1.055241274
-1.426404018,-1.298175066,-0.905116833,-1.712559022,-2.164582601,-1.055241274
-1.298175066,-0.905116833,-1.712559022,-2.164582601,-1.325481343,-1.055241274
-0.905116833,-1.712559022,-2.164582601,-1.325481343,-1.633013438,-1.055241274
-1.712559022,-2.164582601,-1.325481343,-1.633013438,-1.985480431,-1.055241274
-2.164582601,-1.325481343,-1.633013438,-1.985480431,-1.041302569,-1.055241274
-1.325481343,-1.633013438,-1.985480431,-1.041302569,-1.439401873,-1.055241274
-1.633013438,-1.985480431,-1.041302569,-1.439401873,-1.381012509,-1.055241274
-1.985480431,-1.041302569,-1.439401873,-1.381012509,-1.148748161,-1.055241274
-1.041302569,-1.439401873,-1.381012509,-1.148748161,-1.320110462,-1.055241274
-1.439401873,-1.381012509,-1.148748161,-1.320110462,-1.376422285,-1.055241274
-1.381012509,-1.148748161,-1.320110462,-1.376422285,-1.082289563,-1.055241274
-1.148748161,-1.320110462,-1.376422285,-1.082289563,-1.281251922,-1.055241274
-1.320110462,-1.376422285,-1.082289563,-1.281251922,-1.109445671,-1.055241274
-1.376422285,-1.082289563,-1.281251922,-1.109445671,-1.393243705,-1.055241274
-1.082289563,-1.281251922,-1.109445671,-1.393243705,-1.011504527,-1.055241274
-1.281251922,-1.109445671,-1.393243705,-1.011504527,-0.767188324,-1.055241274
-1.109445671,-1.393243705,-1.011504527,-0.767188324,-1.099074689,-1.055241274
-1.393243705,-1.011504527,-0.767188324,-1.099074689,-0.866349114,-1.055241274
-1.011504527,-0.767188324,-1.099074689,-0.866349114,-1.218228801,-1.055241274
-0.767188324,-1.099074689,-0.866349114,-1.218228801,-1.00395425,-1.055241274
-1.099074689,-0.866349114,-1.218228801,-1.00395425,-3.494383477,-3.596112511
-0.866349114,-1.218228801,-1.00395425,-3.494383477,-3.347827983,-3.596112511
-1.218228801,-1.00395425,-3.494383477,-3.347827983,-3.708694905,-3.596112511
-1.00395425,-3.494383477,-3.347827983,-3.708694905,-3.201262102,-3.138771975
-3.494383477,-3.347827983,-3.708694905,-3.201262102,-2.531800634,-3.172449717
-3.347827983,-3.708694905,-3.201262102,-2.531800634,-3.330320851,-3.09435774
-3.708694905,-3.201262102,-2.531800634,-3.330320851,-3.046471127,-3.083844876
-3.201262102,-2.531800634,-3.330320851,-3.046471127,-3.172210433,-3.083844876
-2.531800634,-3.330320851,-3.046471127,-3.172210433,-2.948749611,-3.083844876
-3.330320851,-3.046471127,-3.172210433,-2.948749611,-2.332254448,-2.709275447
-3.046471127,-3.172210433,-2.948749611,-2.332254448,-2.622571758,-2.469656936
-3.172210433,-2.948749611,-2.332254448,-2.622571758,-4.301025836,-2.395337614
-2.948749611,-2.332254448,-2.622571758,-4.301025836,-3.730454692,-2.28400701
-2.332254448,-2.622571758,-4.301025836,-3.730454692,-3.793691936,-2.13869603
-2.622571758,-4.301025836,-3.730454692,-3.793691936,-2.946643516,-2.042847604
-4.301025836,-3.730454692,-3.793691936,-2.946643516,-2.748579011,-1.92221088
-3.730454692,-3.793691936,-2.946643516,-2.748579011,-2.794699841,-1.809291444
-3.793691936,-2.946643516,-2.748579011,-2.794699841,-2.740502395,-1.693146392
-2.946643516,-2.748579011,-2.794699841,-2.740502395,-3.372199771,-1.585522324
-2.748579011,-2.794699841,-2.740502395,-3.372199771,-2.401439954,-1.454106542
-2.794699841,-2.740502395,-3.372199771,-2.401439954,-1.757524039,-1.333826151
-2.740502395,-3.372199771,-2.401439954,-1.757524039,-2.417387174,-1.368950168
-3.372199771,-2.401439954,-1.757524039,-2.417387174,-2.240398041,-1.314745063
-2.401439954,-1.757524039,-2.417387174,-2.240398041,-1.840892212,-1.240066662
-1.757524039,-2.417387174,-2.240398041,-1.840892212,-1.891083875,-1.223138437
-2.417387174,-2.240398041,-1.840892212,-1.891083875,-2.08418763,-1.222258347
-2.240398041,-1.840892212,-1.891083875,-2.08418763,-2.055108918,-1.226397151
-1.840892212,-1.891083875,-2.08418763,-2.055108918,-1.972391671,-1.16737345
-1.891083875,-2.08418763,-2.055108918,-1.972391671,-1.737083624,-1.129131102
-2.08418763,-2.055108918,-1.972391671,-1.737083624,-2.013126469,-1.200771479
-2.055108918,-1.972391671,-1.737083624,-2.013126469,-2.171657071,-1.185091863
-1.972391671,-1.737083624,-2.013126469,-2.171657071,-1.022932945,-1.075190714
-1.737083624,-2.013126469,-2.171657071,-1.022932945,-1.530292558,-0.876682504
-2.013126469,-2.171657071,-1.022932945,-1.530292558,-1.399692993,-0.781645589
-2.171657071,-1.022932945,-1.530292558,-1.399692993,-1.217165929,-0.618605926
-1.022932945,-1.530292558,-1.399692993,-1.217165929,-0.240417749,-0.334547777
-1.530292558,-1.399692993,-1.217165929,-0.240417749,0.005515778,-0.006928234
-1.399692993,-1.217165929,-0.240417749,0.005515778,0.330658394,0.338650046
-1.217165929,-0.240417749,0.005515778,0.330658394,1.10845113,0.726507398
-0.240417749,0.005515778,0.330658394,1.10845113,2.516661842,0.960577388
0.005515778,0.330658394,1.10845113,2.516661842,0.898331621,0.960577388
0.330658394,1.10845113,2.516661842,0.898331621,0.979585822,0.960577388
1.10845113,2.516661842,0.898331621,0.979585822,1.458621503,0.960577388
2.516661842,0.898331621,0.979585822,1.458621503,2.630667217,1.513478638
0.898331621,0.979585822,1.458621503,2.630667217,2.990777892,1.923840247
0.979585822,1.458621503,2.630667217,2.990777892,2.704356601,1.923840247
1.458621503,2.630667217,2.990777892,2.704356601,3.608650984,2.154551162
2.630667217,2.990777892,2.704356601,3.608650984,3.442181887,2.154551162
2.990777892,2.704356601,3.608650984,3.442181887,2.554594081,2.154551162
2.704356601,3.608650984,3.442181887,2.554594081,4.176598443,2.715098204
3.608650984,3.442181887,2.554594081,4.176598443,4.755365076,3.06752659
3.442181887,2.554594081,4.176598443,4.755365076,4.436704755,3.06752659
2.554594081,4.176598443,4.755365076,4.436704755,5.399492871,3.415878046
4.176598443,4.755365076,4.436704755,5.399492871,5.499487391,3.415878046
4.755365076,4.436704755,5.399492871,5.499487391,5.891783297,3.459955652
4.436704755,5.399492871,5.499487391,5.891783297,5.31667644,3.459955652
5.399492871,5.499487391,5.891783297,5.31667644,5.649009869,3.570125102
5.499487391,5.891783297,5.31667644,5.649009869,6.08114296,3.742693013
5.891783297,5.31667644,5.649009869,6.08114296,6.723159793,3.773872623
5.31667644,5.649009869,6.08114296,6.723159793,6.024394861,3.737710847
5.649009869,6.08114296,6.723159793,6.024394861,6.915762972,4.021207058
6.08114296,6.723159793,6.024394861,6.915762972,5.163401912,3.999506822
6.723159793,6.024394861,6.915762972,5.163401912,5.577909317,3.994204398
6.024394861,6.915762972,5.163401912,5.577909317,6.117950119,3.994204398
6.915762972,5.163401912,5.577909317,6.117950119,5.485679076,4.065756092
5.163401912,5.577909317,6.117950119,5.485679076,4.799607826,4.065756092
5.577909317,6.117950119,5.485679076,4.799607826,4.502006591,4.065756092
6.117950119,5.485679076,4.799607826,4.502006591,4.71536728,4.065756092
5.485679076,4.799607826,4.502006591,4.71536728,4.461009363,4.26939383
4.799607826,4.502006591,4.71536728,4.461009363,4.581273528,4.26939383
4.502006591,4.71536728,4.461009363,4.581273528,4.355551782,4.404687539
4.71536728,4.461009363,4.581273528,4.355551782,4.365609309,4.520477753
4.461009363,4.581273528,4.355551782,4.365609309,4.523665428,4.520477753
4.581273528,4.355551782,4.365609309,4.523665428,4.408749,4.520477753
4.355551782,4.365609309,4.523665428,4.408749,4.106080356,4.295605721
4.365609309,4.523665428,4.408749,4.106080356,4.192603532,4.295605721
4.523665428,4.408749,4.106080356,4.192603532,4.136757564,4.012587236
4.408749,4.106080356,4.192603532,4.136757564,4.149790541,4.012587236
4.106080356,4.192603532,4.136757564,4.149790541,4.053265576,3.692760067
4.192603532,4.136757564,4.149790541,4.053265576,3.52864214,3.692760067
4.136757564,4.149790541,4.053265576,3.52864214,3.855105299,3.809441451
4.149790541,4.053265576,3.52864214,3.855105299,3.911013226,3.809441451
4.053265576,3.52864214,3.855105299,3.911013226,3.473344855,3.809441451
3.52864214,3.855105299,3.911013226,3.473344855,2.27157661,3.309017527
3.855105299,3.911013226,3.473344855,2.27157661,3.282227481,3.212669052
3.911013226,3.473344855,2.27157661,3.282227481,2.477998486,3.140441491
3.473344855,2.27157661,3.282227481,2.477998486,5.046589026,3.140441491
2.27157661,3.282227481,2.477998486,5.046589026,5.982830334,3.140441491
3.282227481,2.477998486,5.046589026,5.982830334,4.789452637,3.140441491
2.477998486,5.046589026,5.982830334,4.789452637,4.323728805,2.519629634
5.046589026,5.982830334,4.789452637,4.323728805,2.783272025,2.519629634
5.982830334,4.789452637,4.323728805,2.783272025,3.791175978,2.519629634
4.789452637,4.323728805,2.783272025,3.791175978,3.855132439,2.519629634
4.323728805,2.783272025,3.791175978,3.855132439,4.046671083,2.519629634
2.783272025,3.791175978,3.855132439,4.046671083,4.632904628,2.519629634
3.791175978,3.855132439,4.046671083,4.632904628,3.513851239,2.519629634
3.855132439,4.046671083,4.632904628,3.513851239,3.851551269,2.519629634
4.046671083,4.632904628,3.513851239,3.851551269,4.107180942,2.519629634
4.632904628,3.513851239,3.851551269,4.107180942,4.669451605,2.519629634
3.513851239,3.851551269,4.107180942,4.669451605,3.850287329,2.519629634
3.851551269,4.107180942,4.669451605,3.850287329,1.859550704,1.366149662
4.107180942,4.669451605,3.850287329,1.859550704,1.669139497,1.366149662
4.669451605,3.850287329,1.859550704,1.669139497,2.026008603,1.268370549
3.850287329,1.859550704,1.669139497,2.026008603,2.404606588,1.277530701
1.859550704,1.669139497,2.026008603,2.404606588,1.872586259,1.261714093
1.669139497,2.026008603,2.404606588,1.872586259,1.361273799,1.1105062
2.026008603,2.404606588,1.872586259,1.361273799,1.529451292,1.11766839
2.404606588,1.872586259,1.361273799,1.529451292,1.925905945,1.194371716
1.872586259,1.361273799,1.529451292,1.925905945,2.209367347,1.135314563
1.361273799,1.529451292,1.925905945,2.209367347,1.2343452,1.00480495
1.529451292,1.925905945,2.209367347,1.2343452,2.162136667,0.928967399
1.925905945,2.209367347,1.2343452,2.162136667,1.365109874,0.806752063
2.209367347,1.2343452,2.162136667,1.365109874,0.306573846,0.617325295
1.2343452,2.162136667,1.365109874,0.306573846,0.615055279,0.345740125
2.162136667,1.365109874,0.306573846,0.615055279,0.195108535,0.095919283
1.365109874,0.306573846,0.615055279,0.195108535,-0.97448762,-0.412006947
0.306573846,0.615055279,0.195108535,-0.97448762,-0.409629731,-0.412006947
0.615055279,0.195108535,-0.97448762,-0.409629731,-1.193181822,-0.934576395
0.195108535,-0.97448762,-0.409629731,-1.193181822,-1.006469847,-0.934576395
-0.97448762,-0.409629731,-1.193181822,-1.006469847,-1.420341372,-0.934576395
-0.409629731,-1.193181822,-1.006469847,-1.420341372,-1.165527558,-0.934576395
-1.193181822,-1.006469847,-1.420341372,-1.165527558,-1.008294327,-0.934576395
-1.006469847,-1.420341372,-1.165527558,-1.008294327,-1.340494658,-0.934576395
-1.420341372,-1.165527558,-1.008294327,-1.340494658,-1.058868361,-0.934576395
-1.165527558,-1.008294327,-1.340494658,-1.058868361,-1.43955996,-0.934576395
-1.008294327,-1.340494658,-1.058868361,-1.43955996,-3.496489122,-2.142879748
-1.340494658,-1.058868361,-1.43955996,-3.496489122,-3.403363468,-2.142879748
-1.058868361,-1.43955996,-3.496489122,-3.403363468,-3.796874225,-2.142879748
-1.43955996,-3.496489122,-3.403363468,-3.796874225,-3.208645271,-2.142879748
-3.496489122,-3.403363468,-3.796874225,-3.208645271,-3.237027961,-2.142879748
-3.403363468,-3.796874225,-3.208645271,-3.237027961,-3.684170533,-2.142879748
-3.796874225,-3.208645271,-3.237027961,-3.684170533,-3.206653585,-2.142879748
-3.208645271,-3.237027961,-3.684170533,-3.206653585,-3.109501354,-2.142879748
-3.237027961,-3.684170533,-3.206653585,-3.109501354,-3.194473269,-2.142879748
-3.684170533,-3.206653585,-3.109501354,-3.194473269,-3.217450714,-2.142879748
-3.206653585,-3.109501354,-3.194473269,-3.217450714,-2.558087457,-2.142879748
-3.109501354,-3.194473269,-3.217450714,-2.558087457,-4.741630977,-2.142879748
-3.194473269,-3.217450714,-2.558087457,-4.741630977,-3.406982502,-2.142879748
-3.217450714,-2.558087457,-4.741630977,-3.406982502,-4.171237669,-2.142879748
-2.558087457,-4.741630977,-3.406982502,-4.171237669,-3.562032868,-2.142879748
-4.741630977,-3.406982502,-4.171237669,-3.562032868,-2.849737565,-2.142879748
-3.406982502,-4.171237669,-3.562032868,-2.849737565,-2.939757571,-2.142879748
-4.171237669,-3.562032868,-2.849737565,-2.939757571,-2.948961452,-2.142879748
-3.562032868,-2.849737565,-2.939757571,-2.948961452,-2.535711955,-2.142879748
-2.849737565,-2.939757571,-2.948961452,-2.535711955,-2.817230774,-2.142879748
-2.939757571,-2.948961452,-2.535711955,-2.817230774,-2.261116696,-2.142879748
-2.948961452,-2.535711955,-2.817230774,-2.261116696,-2.001622286,-2.142879748
-2.535711955,-2.817230774,-2.261116696,-2.001622286,-2.674473621,-2.142879748
-2.817230774,-2.261116696,-2.001622286,-2.674473621,-2.103722424,-2.142879748
-2.261116696,-2.001622286,-2.674473621,-2.103722424,-2.697933397,-2.142879748
-2.001622286,-2.674473621,-2.103722424,-2.697933397,-1.783337815,-2.142879748
-2.674473621,-2.103722424,-2.697933397,-1.783337815,-2.020881411,-2.142879748
-2.103722424,-2.697933397,-1.783337815,-2.020881411,-1.764397039,-2.142879748
-2.697933397,-1.783337815,-2.020881411,-1.764397039,-1.714101961,-2.142879748
-1.783337815,-2.020881411,-1.764397039,-1.714101961,-2.249047351,-2.142879748
-2.020881411,-1.764397039,-1.714101961,-2.249047351,-2.0422541,-2.142879748
-1.764397039,-1.714101961,-2.249047351,-2.0422541,-1.668102174,-2.142879748
-1.714101961,-2.249047351,-2.0422541,-1.668102174,-2.07302636,-2.142879748
-2.249047351,-2.0422541,-1.668102174,-2.07302636,-2.460335749,-2.142879748
-2.0422541,-1.668102174,-2.07302636,-2.460335749,-3.563194776,-3.538183523
-1.668102174,-2.07302636,-2.460335749,-3.563194776,-3.675200289,-3.538183523
